itemid,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
225915,profilnine,profilnine,inputevents,blood products/colloids,units,solution,,
226371,or cryoprecipitate intake,or cryoprecipitate intake,inputevents,blood products/colloids,ml,solution,,
225168,packed red blood cells,prbc's,inputevents,blood products/colloids,ml,solution,,
225171,cryoprecipitate,cryoprecipitate,inputevents,blood products/colloids,ml,solution,,
226367,or ffp intake,or ffp intake,inputevents,blood products/colloids,ml,solution,,
226372,or cell saver intake,or cell saver intake,inputevents,blood products/colloids,ml,solution,,
227070,pacu packed rbc intake,pacu packed rbc intake,inputevents,blood products/colloids,ml,solution,,
226369,or platelet intake,or platelet intake,inputevents,blood products/colloids,ml,solution,,
220970,fresh frozen plasma,ffp,inputevents,blood products/colloids,ml,solution,,
227072,pacu ffp intake,pacu ffp intake,inputevents,blood products/colloids,ml,solution,,
225170,platelets,platelets,inputevents,blood products/colloids,ml,solution,,
225173,cell saver,cell saver,inputevents,blood products/colloids,ml,solution,,
225914,factor viia,factor viia,inputevents,blood products/colloids,mcg,solution,,
225795,dextran 40,dextran 40,inputevents,blood products/colloids,ml,solution,,
220864,albumin 5%,albumin 5%,inputevents,blood products/colloids,ml,solution,,
225918,aminosyn 3.5%,aminosyn 3.5%,inputevents,nutrition - supplements,ml,solution,,
225996,mighty shake (no sugar added),mighty shake (no sugar added),inputevents,nutrition - supplements,ml,solution,,
225922,nephramine,nephramine,inputevents,nutrition - supplements,ml,solution,,
225926,sodium acetate,sodium acetate,inputevents,nutrition - supplements,meq,solution,,
225924,hydrochloric acid,hydrochloric acid,inputevents,nutrition - supplements,meq,solution,,
229583,beneprotein.,beneprotein.,inputevents,nutrition - supplements,ml,solution,,
225993,optisource,optisource,inputevents,nutrition - supplements,ounces,solution,,
225919,d5 aminosyn 3.5%,d5 aminosyn 3.5%,inputevents,nutrition - supplements,ml,solution,,
226000,chocolate scandi shake (mixed),chocolate scandi shake (mixed),inputevents,nutrition - supplements,ml,solution,,
225995,mighty shake (chocolate),mighty shake (chocolate),inputevents,nutrition - supplements,ml,solution,,
225925,potassium phosphate,potassium phosphate,inputevents,nutrition - supplements,mmol,solution,,
225991,resource fruit beverage,resource fruit beverage,inputevents,nutrition - supplements,ml,solution,,
229574,fiber supplement (i.e. banana flakes),fiber supplement,inputevents,nutrition - supplements,ml,solution,,
225994,mighty shake (vanilla/strawberry),mighty shake (vanilla/strawberry),inputevents,nutrition - supplements,ml,solution,,
222139,potassium acetate,potassium acetate,inputevents,nutrition - supplements,meq,solution,,
226002,vanilla lactose free scandi shake (mixed),vanilla lactose free scandi shake (mixed),inputevents,nutrition - supplements,ml,solution,,
225921,hepatamine,hepatamine,inputevents,nutrition - supplements,ml,solution,,
225999,vanilla scandi shake (mixed),vanilla scandi shake (mixed),inputevents,nutrition - supplements,ml,solution,,
225923,folate,folate,inputevents,nutrition - supplements,mg,solution,,
220959,"saline 0,3%","saline 0,3%",inputevents,fluids - other (not in use),ml,solution,,
220968,dextrose 10% / ringers lactate,dextrose 10% / ringers lactate,inputevents,fluids - other (not in use),ml,solution,,
220967,dextrose 5% / ringers lactate,dextrose 5% / ringers lactate,inputevents,fluids - other (not in use),ml,solution,,
221018,nutrison standard,nutrison standard,inputevents,fluids - other (not in use),ml,solution,,
221201,fibrini energy,fibrini energy,inputevents,fluids - other (not in use),ml,solution,,
220965,"dextrose 5% / saline 0,45%","dextrose 5% / saline 0,45%",inputevents,fluids - other (not in use),ml,solution,,
221005,vamin 14 electrolyte free,vamin 14-,inputevents,fluids - other (not in use),ml,solution,,
221013,whole blood,whole blood,inputevents,fluids - other (not in use),ml,solution,,
221022,nutrison energy multi fibre,nutrison energy multi fibre,inputevents,fluids - other (not in use),ml,solution,,
221037,jevity 1.2,jevity 1.2,inputevents,fluids - other (not in use),ml,solution,,
221199,fresubin energy fibre,fresubin energy fibre,inputevents,fluids - other (not in use),ml,solution,,
220973,gelofusine,gelofusine,inputevents,fluids - other (not in use),ml,solution,,
220953,ringers,ringers,inputevents,fluids - other (not in use),ml,solution,,
220964,"dextrose 5% / saline 0,9%","dextrose 5% / saline 0,9%",inputevents,fluids - other (not in use),ml,solution,,
220975,"pentastarch 6% (haes, hemohes)",pentastarch 6%,inputevents,fluids - other (not in use),ml,solution,,
221029,osmolite,osmolite,inputevents,fluids - other (not in use),ml,solution,,
220979,"hetastarch 6% (saline 0,9%)","hetastarch 6% (saline 0,9%)",inputevents,fluids - other (not in use),ml,solution,,
221020,nutrison concentrated,nutrison concentrated,inputevents,fluids - other (not in use),ml,solution,,
221002,dextran 70 / dextrose 5% (gentran - macrodex - rescueflow),dextran 70 / dextrose 5%,inputevents,fluids - other (not in use),ml,solution,,
220992,mannitol 25%,mannitol 25%,inputevents,fluids - other (not in use),ml,solution,,
221003,"dextran 70 / saline 0,9% (gentran - macrodex - rescueflow)","dextran 70 / saline 0,9%",inputevents,fluids - other (not in use),ml,solution,,
221209,peptisorb,peptisorb,inputevents,fluids - other (not in use),ml,solution,,
220960,"saline 0,45%","saline 0,45%",inputevents,fluids - other (not in use),ml,solution,,
221008,vamin novum 18,vamin novum 18,inputevents,fluids - other (not in use),ml,solution,,
221015,ensure,ensure,inputevents,fluids - other (not in use),ml,solution,,
220985,intralipid 20%,intralipid 20%,inputevents,fluids - other (not in use),ml,solution,,
221206,novasource,novasource,inputevents,fluids - other (not in use),ml,solution,,
221200,fibrini,fibrini,inputevents,fluids - other (not in use),ml,solution,,
221038,jevity,jevity,inputevents,fluids - other (not in use),ml,solution,,
221196,fresubin original,fresubin original,inputevents,fluids - other (not in use),ml,solution,,
221208,normosol,normosol,inputevents,fluids - other (not in use),ml,solution,,
221016,ensure plus,ensure plus,inputevents,fluids - other (not in use),ml,solution,,
221027,pulmocare,pulmocare,inputevents,fluids - other (not in use),ml,solution,,
221021,nutrison energy,nutrison energy,inputevents,fluids - other (not in use),ml,solution,,
221001,"dextran 40 / saline 0,9% (gentran - rheomacrodex)","dextran 40 / saline 0,9%",inputevents,fluids - other (not in use),ml,solution,,
221198,fresubin energy,fresubin energy,inputevents,fluids - other (not in use),ml,solution,,
221000,dextran 40 / dextrose 5% (gentran - rheomacrodex),dextran 40 / dextrose 5%,inputevents,fluids - other (not in use),ml,solution,,
221212,"saline 0,18%","saline 0,18%",inputevents,fluids - other (not in use),ml,solution,,
221025,pediasure,pediasure,inputevents,fluids - other (not in use),ml,solution,,
220977,"pentastarch 10% (haes, hemohes)",pentastarch 10%,inputevents,fluids - other (not in use),ml,solution,,
221195,"hexastarch 6% (elohaes) / saline 0,9%","hexastarch 6%  / saline 0,9%",inputevents,fluids - other (not in use),ml,solution,,
220989,mannitol 10%,mannitol 10%,inputevents,fluids - other (not in use),ml,solution,,
221006,vamin 18 electrolyte free,vamin 18-,inputevents,fluids - other (not in use),ml,solution,,
221213,saline 30%,saline 30%,inputevents,fluids - other (not in use),ml,solution,,
220996,packed red cells,prc,inputevents,fluids - other (not in use),ml,solution,,
220990,mannitol 15%,mannitol 15%,inputevents,fluids - other (not in use),ml,solution,,
220958,"saline 0,255%","saline 0,255%",inputevents,fluids - other (not in use),ml,solution,,
221007,vamin 14 plus electrolytes,vamin 14+,inputevents,fluids - other (not in use),ml,solution,,
221024,nutrison multi fibre,nutrison multi fibre,inputevents,fluids - other (not in use),ml,solution,,
220961,"saline 0,65%","saline 0,65%",inputevents,fluids - other (not in use),ml,solution,,
220955,ringers lactate,ringers lactate,inputevents,fluids - other (not in use),ml,solution,,
221009,vivinox t.e.n.,vivonex t.e.n.,inputevents,fluids - other (not in use),ml,solution,,
221014,dextrose 19%,dextrose 19%,inputevents,fluids - other (not in use),ml,solution,,
220963,"dextrose 4,3% / saline 0,18%","dextrose 4,3% / saline 0,18%",inputevents,fluids - other (not in use),ml,solution,,
220972,octoplas,octoplas,inputevents,fluids - other (not in use),ml,solution,,
221204,tentrini,tentrini,inputevents,fluids - other (not in use),ml,solution,,
220861,albumin (human) 20%,albumin 20%,inputevents,fluids - other (not in use),ml,solution,,
220865,aquadestila,aquadest,inputevents,fluids - other (not in use),ml,solution,,
220991,mannitol 20%,mannitol 20%,inputevents,fluids - other (not in use),ml,solution,,
221211,"sodium bicarbonate 1,4%","nabic 1,4%",inputevents,fluids - other (not in use),ml,solution,,
220988,mannitol 5%,mannitol 5%,inputevents,fluids - other (not in use),ml,solution,,
221017,"dextrose 2,5%","dextrose 2,5%",inputevents,fluids - other (not in use),ml,solution,,
220951,dextrose 20.%,dextrose 20.%,inputevents,fluids - other (not in use),ml,solution,,
220986,intralipid 30%,intralipid 30%,inputevents,fluids - other (not in use),ml,solution,,
221012,vivonex pediatric,vivonex pediatric,inputevents,fluids - other (not in use),ml,solution,,
221203,nutrini,nutrini,inputevents,fluids - other (not in use),ml,solution,,
220954,"saline 0,9%","saline 0,9%",inputevents,fluids - other (not in use),ml,solution,,
220971,esdep (solvent / detergent virus-inactivated plasma),esdep,inputevents,fluids - other (not in use),ml,solution,,
220962,saline 3%,saline 3%,inputevents,fluids - other (not in use),ml,solution,,
221004,thrombocyte suspension,thrombocyte suspension,inputevents,fluids - other (not in use),ml,solution,,
221197,fresubin original fibre,fresubin original fibre,inputevents,fluids - other (not in use),ml,solution,,
220863,albumin (human) 4%,albumin 4%,inputevents,fluids - other (not in use),ml,solution,,
220866,darrow,darrow,inputevents,fluids - other (not in use),ml,solution,,
221011,vivonex plus,vivonex plus,inputevents,fluids - other (not in use),ml,solution,,
221202,infatrini,infatrini,inputevents,fluids - other (not in use),ml,solution,,
220956,ringers acetate,ringers acetate,inputevents,fluids - other (not in use),ml,solution,,
220969,filtered erytrocytes,filtered erytrocytes,inputevents,fluids - other (not in use),ml,solution,,
221210,suplena,suplena,inputevents,fluids - other (not in use),ml,solution,,
220966,"dextrose 2,5% / saline 0,45%","dextrose 2,5% / saline 0,45%",inputevents,fluids - other (not in use),ml,solution,,
221028,stresson,stresson,inputevents,fluids - other (not in use),ml,solution,,
220980,hextend (hetastarch 6% in lactate),hextend (hetastarch 6% in lactate),inputevents,fluids - other (not in use),ml,solution,,
220984,intralipid 10%,intralipid 10%,inputevents,fluids - other (not in use),ml,solution,,
221193,auto transfusion,auto transfusion,inputevents,fluids - other (not in use),ml,solution,,
221205,nutrison pre,nutrison pre,inputevents,fluids - other (not in use),ml,solution,,
229351,foley catheter,indwelling urinary catheter,procedureevents,gi/gu,,processes,,
225955,dialysis - scuf,dialysis - scuf,procedureevents,dialysis,,processes,,
225805,peritoneal dialysis,peritoneal dialysis,procedureevents,dialysis,,processes,,
225803,dialysis - cvvhd,dialysis - cvvhd,procedureevents,dialysis,,processes,,
225802,dialysis - crrt,dialysis - crrt,procedureevents,dialysis,,processes,,
225436,crrt filter change,crrt filter change,procedureevents,dialysis,,processes,,
225809,dialysis - cvvhdf,dialysis - cvvhdf,procedureevents,dialysis,,processes,,
221217,ultrasound,ultrasound,procedureevents,5-imaging,,processes,,
229575,travel to radiology,travel to radiology,procedureevents,5-imaging,,processes,,
229581,portable chest x-ray,portable chest x-ray,procedureevents,5-imaging,,processes,,
225460,cervical spine,cervical spine,procedureevents,5-imaging,,processes,,
228715,transcranial doppler,trascranial doppler,procedureevents,5-imaging,,processes,,
221219,venogram,venogram,procedureevents,5-imaging,,processes,,
229582,portable ct scan,portable ct scan,procedureevents,5-imaging,,processes,,
225432,transthoracic echo,transthoracic echo,procedureevents,5-imaging,,processes,,
225459,chest x-ray,chest x-ray,procedureevents,5-imaging,,processes,,
225427,angiography,angiography,procedureevents,5-imaging,,processes,,
225461,pelvis,pelvis,procedureevents,5-imaging,,processes,,
225457,abdominal x-ray,abdominal x-ray,procedureevents,5-imaging,,processes,,
221255,trans esophageal echo,tee,procedureevents,5-imaging,,processes,,
221216,x-ray,x-ray,procedureevents,5-imaging,,processes,,
225462,interventional radiology,interventional radiology,procedureevents,5-imaging,,processes,,
223253,magnetic resonance imaging,mri,procedureevents,5-imaging,,processes,,
225463,tls spine,tls spine,procedureevents,5-imaging,,processes,,
221214,ct scan,ct scan,procedureevents,5-imaging,,processes,,
225966,nasal swab,nasal swab,procedureevents,6-cultures,,processes,,
225967,rectal swab,rectal swab,procedureevents,6-cultures,,processes,,
225401,blood cultured,blood cultured,procedureevents,6-cultures,,processes,,
225814,stool culture,stool culture,procedureevents,6-cultures,,processes,,
225818,pleural fluid culture,pleural fluid culture,procedureevents,6-cultures,,processes,,
225444,pan culture,pan culture,procedureevents,6-cultures,,processes,,
225437,csf culture,csf culture,procedureevents,6-cultures,,processes,,
225451,sputum culture,sputum culture,procedureevents,6-cultures,,processes,,
225816,wound culture,wound culture,procedureevents,6-cultures,,processes,,
225454,urine culture,urine culture,procedureevents,6-cultures,,processes,,
225817,bal fluid culture,bal fluid culture,procedureevents,6-cultures,,processes,,
229996,nitrous oxide (inhaled),nitrous oxide (inhaled),procedureevents,medications,,processes,,
229366,epoprostenol (inhaled),epoprostenol (inhaled),procedureevents,medications,,processes,,
229984,sevoflurane (inhaled),sevoflurane (inhaled),procedureevents,medications,,processes,,
229983,isoflurane (inhaled),isoflurane (inhaled),procedureevents,medications,,processes,,
225442,liver biopsy,liver biopsy,procedureevents,4-procedures,,processes,,
229584,emg,emg,procedureevents,4-procedures,,processes,,
227713,epidural placement,epidural placement,procedureevents,4-procedures,,processes,,
229298,speech and swallow evaluation,speech and swallow evaluation,procedureevents,4-procedures,,processes,,
229585,surgical procedure at bedside,surgical procedure at bedside,procedureevents,4-procedures,,processes,,
225434,colonoscopy,colonoscopy,procedureevents,4-procedures,,processes,,
229614,eeg (continuous),eeg (continuous),procedureevents,4-procedures,,processes,,
229380,nursing water swallow screening,nursing water swallow screening,procedureevents,4-procedures,,processes,,
226474,icp bolt inserted,icp bolt inserted,procedureevents,4-procedures,,processes,,
226476,esophogeal balloon,esophogeal balloon,procedureevents,4-procedures,,processes,,
229580,line placement at bedside,line placement at bedside,procedureevents,4-procedures,,processes,,
227711,drain removed,drain removed,procedureevents,4-procedures,,processes,,
225439,endoscopy,endoscopy,procedureevents,4-procedures,,processes,,
225441,hemodialysis,hemodialysis,procedureevents,4-procedures,,processes,,
229586,vac change,vac change,procedureevents,4-procedures,,processes,,
225428,blakemore / minnesota tube d/c,blakemore / minnesota tube d/c,procedureevents,4-procedures,,processes,,
225433,chest tube placed,chest tube placed,procedureevents,4-procedures,,processes,,
